,id,gene_i,gene_j,type,coef.est,pval
487,487,525,NA,main,-12.6939321241223,0.0375072408274372
203,203,214,NA,main,-11.7205212876439,0.037915501119645
1085,1085,131,137,interaction,-47.5228858936354,0.0382825510881792
1446,1446,267,405,interaction,92.3623994802227,0.0383221460783718
998,998,106,304,interaction,20.3326506095502,0.0391848456949742
1129,1129,142,307,interaction,-112.35114475869,0.0392621185854241
1095,1095,134,425,interaction,-40.9705002695351,0.0396679894940658
343,343,369,NA,main,14.2198196199973,0.0397893846730348
1049,1049,120,486,interaction,-38.6000583986431,0.0400554910266925
1600,1600,354,644,interaction,35.3133989690773,0.0401400535738794
1595,1595,352,629,interaction,25.0505564055348,0.0404758174117094
1213,1213,168,602,interaction,-12.4825310016957,0.0405922500674635
1307,1307,208,413,interaction,4.56225818737204,0.0406508712666367
1468,1468,281,578,interaction,-12.9070195599553,0.040745206887175
676,676,15,58,interaction,-16.8761052874881,0.0408561805851701
1126,1126,141,333,interaction,-40.0861582727684,0.0409219018805294
1036,1036,118,404,interaction,-71.5736819675662,0.0412771167064753
893,893,72,509,interaction,-5.00740358635664,0.0412824027004102
243,243,261,NA,main,14.347402361447,0.0412961047555132
1286,1286,198,662,interaction,23.3780762401876,0.0414951726231835
253,253,271,NA,main,-9.51008945365392,0.0415960096433088
1607,1607,357,512,interaction,-94.4615685568117,0.0421612950007832
258,258,278,NA,main,-40.6671642811559,0.0423447308992368
1022,1022,117,354,interaction,-27.002447384371,0.0424676302528992
1,1,1,NA,main,7.80097059887195,0.0427485909709659
292,292,316,NA,main,31.0358745538065,0.0431403025797009
1645,1645,387,420,interaction,15.8667907338059,0.0433265876282893
296,296,321,NA,main,2.71747861838427,0.0436526223599369
632,632,5,330,interaction,17.9052647176075,0.0442932437813312
1625,1625,366,525,interaction,54.756618982632,0.0448318520806464
586,586,630,NA,main,13.5292222205506,0.044833761161437
991,991,104,274,interaction,37.1177464850252,0.0449954838527868
73,73,77,NA,main,-21.9902944689308,0.0451084152419449
1619,1619,363,516,interaction,42.836980021183,0.0462062111302968
717,717,27,582,interaction,-21.7504837156451,0.0468005924436753
1249,1249,181,460,interaction,13.6557455980517,0.0468042149129713
1146,1146,146,514,interaction,42.4671510569427,0.0470183843507288
43,43,44,NA,main,-18.9985071866229,0.0478573677360875
1608,1608,357,645,interaction,42.2266035077286,0.0481045206646041
638,638,6,43,interaction,-40.5515844150166,0.0483152831129206
401,401,433,NA,main,9.99788480394963,0.0485513101486498
658,658,12,31,interaction,12.7574821719857,0.0487993935004652
1519,1519,307,498,interaction,-124.577982566123,0.0488516547242113
1309,1309,208,515,interaction,-72.0607482823144,0.0489378563096303
154,154,163,NA,main,15.2958906062834,0.0491091952044201
1631,1631,375,539,interaction,-62.7125437617383,0.0494794366306679
1423,1423,255,476,interaction,-16.4038915698338,0.0496144879729386
758,758,38,411,interaction,-5.68718307601846,0.0497346221339833
1178,1178,154,655,interaction,19.0361842494232,0.0500455293380899
257,257,276,NA,main,9.22469059101352,0.0502320602759982
345,345,371,NA,main,22.6630751882234,0.0502627138477833
1425,1425,256,373,interaction,22.4856860149168,0.0506723842696553
138,138,147,NA,main,15.4920997580166,0.0508450700380364
1604,1604,356,637,interaction,12.0834890295206,0.0509736332127015
74,74,78,NA,main,11.9718891789217,0.0510623887449384
229,229,245,NA,main,9.74055582929597,0.0511982240789248
877,877,70,188,interaction,29.2167294716237,0.0513225080039939
1587,1587,349,419,interaction,-5.13384784723523,0.0517502325387569
81,81,86,NA,main,-8.31833246881196,0.0517535689933658
675,675,14,662,interaction,-25.0471947113373,0.0519160080213948
415,415,448,NA,main,41.1405188557435,0.0519162085134479
1523,1523,308,502,interaction,14.976685979272,0.0521363262059769
235,235,251,NA,main,-14.677029724943,0.0521686312493204
1384,1384,238,565,interaction,29.517476399706,0.0524174563444698
1102,1102,135,519,interaction,15.5685986200808,0.0524409088079107
1649,1649,387,635,interaction,-13.8633725682515,0.0526017558802475
240,240,257,NA,main,-12.2572065990495,0.0526257011567394
1245,1245,180,357,interaction,-8.44736143524471,0.0526517568987205
1118,1118,137,413,interaction,-85.9649311853377,0.0527465546030041
1489,1489,292,459,interaction,-46.3693931021462,0.0530840896365792
231,231,247,NA,main,10.6256940597477,0.0533215538189947
583,583,627,NA,main,20.1411725343036,0.0533748291232608
1011,1011,113,385,interaction,-14.8772246940704,0.0537111753740441
510,510,550,NA,main,9.8571976963155,0.0537745855010753
431,431,467,NA,main,-12.8913123570007,0.0538450238163628
116,116,124,NA,main,17.4801549223193,0.0538778554246223
1400,1400,244,628,interaction,-52.6571343910671,0.0539568921839449
1093,1093,134,386,interaction,15.0399182755913,0.0542234266920793
666,666,13,577,interaction,-11.5580659635038,0.0542326399552002
1411,1411,249,592,interaction,-8.21017562329563,0.0545250079266953
358,358,386,NA,main,-2.87497009302162,0.054645293943236
111,111,118,NA,main,-6.62967153114892,0.0546817313870465
302,302,327,NA,main,-26.0745815695708,0.0547377898858495
626,626,2,396,interaction,96.1438908070386,0.0548439170639898
1617,1617,361,624,interaction,58.280340403148,0.0549828399850959
828,828,52,441,interaction,-37.6951494979806,0.0549972423747297
747,747,35,517,interaction,12.804842495479,0.0553519706749317
448,448,484,NA,main,-60.3475617214787,0.0554111574127939
84,84,89,NA,main,-14.2856693553018,0.0557855545656877
1639,1639,384,430,interaction,-10.1556940988613,0.0557926545867377
491,491,530,NA,main,21.0215456738579,0.0559051661046549
176,176,186,NA,main,-17.5815784378848,0.0559480654898317
794,794,47,289,interaction,19.6213618004589,0.0559870922972007
1143,1143,146,181,interaction,30.3993280443041,0.0559879223839531
270,270,292,NA,main,9.25979627020019,0.0561463088649863
414,414,447,NA,main,22.8511498256081,0.0563445736110235
1201,1201,166,204,interaction,-9.4563427470865,0.0563466056203031
1352,1352,221,351,interaction,-43.4796009340776,0.0563951950484686
1065,1065,128,294,interaction,-10.7070761995291,0.0565516719407924
1596,1596,353,416,interaction,16.9985509436458,0.0565552192762322
486,486,524,NA,main,36.3163945531632,0.056684813132362
967,967,99,640,interaction,156.778449900235,0.0567441913355965
576,576,620,NA,main,3.82364859099769,0.0569343219178145
374,374,404,NA,main,44.4692636860962,0.0569557179691395
813,813,49,188,interaction,22.0173820466066,0.0570896589398052
825,825,50,553,interaction,120.011970286192,0.0572739414709863
897,897,73,600,interaction,-73.3040919462257,0.0572832014725219
234,234,250,NA,main,36.8625694633413,0.0574037293140161
1068,1068,128,619,interaction,5.07873819560988,0.0574759417443541
140,140,149,NA,main,-22.7090794721845,0.0575083805864969
1023,1023,117,406,interaction,-8.77312561705288,0.0578778230911273
79,79,84,NA,main,-3.42829742090229,0.0579599391734573
1026,1026,117,626,interaction,12.6365948084298,0.0582601578204615
552,552,595,NA,main,-4.48760715229587,0.0583091240831803
278,278,300,NA,main,21.3018285169534,0.058595444771785
305,305,330,NA,main,-13.7763418166939,0.0588427573072712
512,512,552,NA,main,-5.83732077598243,0.0588563376972806
1606,1606,357,448,interaction,121.448044921823,0.0588950428183523
551,551,594,NA,main,-13.6151132221417,0.0589914185857839
1317,1317,210,320,interaction,43.3407271885277,0.0591590817300384
1498,1498,300,332,interaction,-8.61622710573128,0.0593086940823056
785,785,46,208,interaction,15.4374991178476,0.0593458086718676
51,51,52,NA,main,7.89328277242698,0.0594299598850793
77,77,82,NA,main,24.2316537033227,0.05951519414505
1502,1502,301,572,interaction,94.1963588168349,0.0595894502831373
268,268,290,NA,main,11.0878404817283,0.0606224424995159
775,775,43,209,interaction,24.5854068637562,0.0609217263815628
427,427,463,NA,main,-7.26024156971616,0.0609235550654996
910,910,77,192,interaction,53.7376824934478,0.0612340177356506
1044,1044,119,522,interaction,50.7716096699422,0.0612849334470765
108,108,115,NA,main,9.84450466535171,0.0613879282355193
1527,1527,312,509,interaction,6.21701476684429,0.0615173975928885
137,137,146,NA,main,-18.149155731752,0.0616524100267228
31,31,31,NA,main,-5.35049180662052,0.0617061616548544
677,677,15,161,interaction,-26.7225748762422,0.0618143492015512
992,992,104,290,interaction,-25.0932734028661,0.0618364165963352
1397,1397,243,324,interaction,-34.4693030546692,0.0619010383738351
378,378,408,NA,main,6.62014922923901,0.0619837990545297
329,329,355,NA,main,3.67324540884072,0.0621827978459645
823,823,50,224,interaction,-398.301054016814,0.062326086427867
70,70,74,NA,main,-27.6703793074846,0.0628162743134869
1382,1382,238,270,interaction,32.1091177604401,0.0628725098883012
472,472,510,NA,main,27.7394678328452,0.0628988742174544
566,566,610,NA,main,-19.2163148672105,0.0630439296632106
1603,1603,356,433,interaction,-96.2136969152862,0.0631430329629891
826,826,51,185,interaction,-45.2265935742941,0.063180198584529
1202,1202,166,331,interaction,-20.5794063137125,0.0632747360741185
1046,1046,120,134,interaction,37.4577829696598,0.0635822871955929
351,351,378,NA,main,13.8404145025316,0.0635852657412309
841,841,56,661,interaction,-21.2632141308991,0.0636540463029529
1540,1540,324,329,interaction,48.8759428494774,0.0637732763588658
1535,1535,322,355,interaction,62.8958554040494,0.0638262032639437
1428,1428,257,423,interaction,-24.165730614136,0.0638752409326096
704,704,25,641,interaction,-101.892439745916,0.0644487507904677
34,34,34,NA,main,60.661479037091,0.0644749419098729
1089,1089,132,399,interaction,-138.827341786684,0.0645727236131457
120,120,129,NA,main,24.3096398467954,0.06463731702083
1067,1067,128,565,interaction,-16.2124251696726,0.0650280035470399
1263,1263,189,355,interaction,-26.1382367857546,0.0651723315826642
1316,1316,209,512,interaction,24.2033918781845,0.0653557618429122
477,477,515,NA,main,25.6948897450858,0.0656970137847215
1206,1206,166,419,interaction,9.27443743949333,0.0657725708800446
432,432,468,NA,main,4.10767127654541,0.0657831854081634
627,627,2,598,interaction,60.9154420787686,0.0658029944007616
410,410,443,NA,main,-4.82408317926734,0.0660981561647571
1328,1328,212,536,interaction,-40.7110832934128,0.0661177316702145
1136,1136,144,449,interaction,-27.5252504670468,0.0662710761201239
163,163,172,NA,main,25.0738847072766,0.0663011242316897
1195,1195,163,209,interaction,27.5137730385879,0.0663369225195164
956,956,93,399,interaction,51.5111342998726,0.0664563453699673
1214,1214,169,472,interaction,-116.811449169052,0.0664802369079149
49,49,50,NA,main,-24.6222516435556,0.0665074158649666
320,320,346,NA,main,-41.9692030623962,0.0666781912269975
1185,1185,159,280,interaction,101.38370938217,0.0666944446395643
418,418,451,NA,main,7.48821333758636,0.0667454230748428
968,968,99,643,interaction,50.8650783251003,0.0667873360505906
371,371,401,NA,main,-16.3275632051402,0.066863512331139
1547,1547,326,419,interaction,15.220717109495,0.0671352669368333
1500,1500,300,518,interaction,-7.18529484948455,0.0672863024786411
965,965,98,416,interaction,4.81570758303924,0.0672868872172358
247,247,265,NA,main,-9.16405759299863,0.0673406665906426
213,213,226,NA,main,4.17497224661281,0.0675078818847097
596,596,641,NA,main,33.6576621694781,0.0676110680587611
635,635,5,462,interaction,-16.4716081105748,0.0676766431792124
104,104,111,NA,main,5.99915940101445,0.0676975458908465
256,256,274,NA,main,-9.56375572495693,0.0677780484703074
1053,1053,123,166,interaction,5.5935488491603,0.0680114253893915
298,298,323,NA,main,-65.4352170513421,0.0681081621068991
1475,1475,287,374,interaction,-27.7452363572329,0.0681882518780577
264,264,286,NA,main,-68.0618778765923,0.0684253240569917
1421,1421,253,534,interaction,10.9819046718048,0.0685787440942571
1664,1664,398,564,interaction,-30.5841423631188,0.0687274513725583
1014,1014,113,447,interaction,-31.6525180214656,0.0687278610262482
1455,1455,274,536,interaction,12.9207896974199,0.0688161199063684
886,886,71,537,interaction,-11.8279392541196,0.0688278676036012
1380,1380,237,419,interaction,-53.6895289110574,0.0695098316796089
1419,1419,253,433,interaction,46.3260499828723,0.069602688729352
986,986,103,362,interaction,-70.1298044337417,0.0696290747135012
1221,1221,172,425,interaction,-12.8426888516046,0.0696789678815453
1189,1189,161,340,interaction,34.0159665603355,0.0697528500596024
1296,1296,202,582,interaction,35.2185186512583,0.0698015702627836
347,347,373,NA,main,18.1459571120149,0.0699737223138608
588,588,632,NA,main,-27.2808063484191,0.0703656916895716
1351,1351,221,311,interaction,-10.8966071890098,0.0703746717815587
488,488,527,NA,main,29.5827246318516,0.0704230860451278
1568,1568,338,627,interaction,-8.91421579823113,0.0704300416308836
754,754,37,156,interaction,-33.7269358605535,0.0705209812116688
1464,1464,281,328,interaction,-54.6444555381456,0.0708364363905522
1242,1242,178,405,interaction,-14.1237169850234,0.0708938101832458
134,134,143,NA,main,14.2172550565967,0.0709119879942992
1256,1256,185,211,interaction,71.5617956745648,0.0709545842518765
546,546,589,NA,main,21.2702291380469,0.0710087314752011
939,939,87,257,interaction,21.972183749148,0.0711570381145377
1552,1552,329,353,interaction,-37.3208438040529,0.0712788365755679
280,280,302,NA,main,-45.7442659602306,0.0716864079589922
225,225,241,NA,main,29.4728357618001,0.0718853497955891
578,578,622,NA,main,13.1791505192173,0.0719975007372878
1454,1454,272,520,interaction,-46.6007363612711,0.0721402415133261
100,100,106,NA,main,-15.9674946206047,0.0722899259107029
746,746,35,456,interaction,10.6441526546829,0.0723964612210919
1120,1120,137,642,interaction,34.4404452599659,0.0724525687908676
577,577,621,NA,main,-27.1041563403049,0.0726167705060796
722,722,29,253,interaction,31.3563209349089,0.0726182626801805
648,648,8,522,interaction,118.901918696262,0.0728330785851201
830,830,53,129,interaction,-69.6715421778037,0.0729005492100814
1265,1265,190,621,interaction,62.2602030083922,0.0729300664901487
1292,1292,200,661,interaction,16.5134214695159,0.0729570214135569
539,539,581,NA,main,7.88675030401823,0.0730359413570107
569,569,613,NA,main,-20.5135248049335,0.0731542783905399
915,915,79,247,interaction,-50.7688164782321,0.0733102071609649
923,923,83,310,interaction,-21.6614200223857,0.0733658939724368
63,63,66,NA,main,-17.7911489080438,0.0735252798537752
970,970,100,192,interaction,13.3920175743746,0.073537915223203
1503,1503,301,640,interaction,266.011938011281,0.0736910169193799
423,423,458,NA,main,-46.7739673769742,0.0737819556864827
831,831,53,141,interaction,-233.806674926849,0.0737996381224617
615,615,661,NA,main,-19.2737214225263,0.0739132746064431
1522,1522,307,561,interaction,198.391156907492,0.0739205844221808
607,607,653,NA,main,19.3512780168169,0.0739970036680814
72,72,76,NA,main,-17.1052942264389,0.0741134864689114
1594,1594,352,613,interaction,4.92393913650838,0.0742018612913008
71,71,75,NA,main,18.1305446935093,0.0742596044175239
777,777,43,631,interaction,63.0510131539822,0.0744004977428171
453,453,489,NA,main,15.8666263505588,0.074415524174936
89,89,94,NA,main,43.5973980816064,0.0745144756503514
884,884,70,609,interaction,-33.4420671779621,0.0746949603757213
1458,1458,278,503,interaction,96.9871709428758,0.0747503175327254
1230,1230,173,498,interaction,53.2905606227914,0.0747667867312787
279,279,301,NA,main,-84.0479754946371,0.0748788236089127
248,248,266,NA,main,11.016336794774,0.0751883575409885
69,69,73,NA,main,13.0841413540779,0.0753729666097317
1593,1593,352,581,interaction,-10.1007065684852,0.0753739045212416
504,504,543,NA,main,-11.9222324109129,0.0753979542100686
1375,1375,235,661,interaction,-49.7961624400203,0.0754825790813391
1517,1517,306,496,interaction,124.128774189073,0.075580657837267
572,572,616,NA,main,-56.6587171891223,0.0755894372893709
399,399,431,NA,main,20.7797118930716,0.0756332694625455
864,864,65,572,interaction,-19.9208383224656,0.0756380808949034
603,603,649,NA,main,-11.8241547003701,0.0756445100992051
