,id,gene_i,gene_j,type,coef.est,pval
1410,1410,249,517,interaction,-14.314666070381,0.110551095766439
50,50,51,NA,main,21.5915179576064,0.110571082702762
495,495,534,NA,main,-13.8017464059634,0.110741705773441
500,500,539,NA,main,-37.5434720651627,0.110825061911835
1378,1378,237,287,interaction,-142.532215353058,0.110870643546226
1615,1615,361,513,interaction,-36.1653117382259,0.110963743485351
360,360,388,NA,main,23.6254867086871,0.111021125446081
561,561,605,NA,main,-38.4471529085809,0.111088630370361
99,99,105,NA,main,-31.6271626564441,0.111096422755599
1445,1445,267,312,interaction,40.3436454108686,0.111107957862578
844,844,57,267,interaction,45.8700240011552,0.111214911731028
538,538,579,NA,main,-44.3935899256482,0.111326761748386
1402,1402,245,566,interaction,31.9405444252184,0.111391272422467
369,369,399,NA,main,-10.7220123439837,0.111556140101333
984,984,102,251,interaction,17.9144623721152,0.111568543646325
822,822,50,84,interaction,-45.1439082261095,0.111584739539249
920,920,81,644,interaction,176.389272665991,0.111596842205988
464,464,501,NA,main,25.8271010902086,0.111885258257711
102,102,108,NA,main,-11.2532368796353,0.112054613152277
341,341,367,NA,main,16.812205914155,0.112100520878967
757,757,38,241,interaction,-25.9176633617245,0.112243306667716
1467,1467,281,489,interaction,-47.142244930276,0.112252212474534
177,177,187,NA,main,12.9787976747903,0.112305956362408
1145,1145,146,405,interaction,-10.0098439748862,0.112365245565365
521,521,562,NA,main,12.4486883368182,0.112402471951242
565,565,609,NA,main,24.5744188734364,0.112407552570412
1460,1460,279,590,interaction,403.147861514031,0.112526253978142
1069,1069,129,166,interaction,-16.7004805249215,0.112794779012155
1479,1479,287,529,interaction,29.660967685589,0.112841016534836
1405,1405,247,612,interaction,-4.69100069426753,0.112882674415326
931,931,85,396,interaction,-6.25261648677938,0.112904063376521
770,770,42,289,interaction,35.0791870245582,0.112922603278212
1439,1439,265,331,interaction,12.7706155911175,0.112975463294929
1170,1170,152,373,interaction,13.5763063134922,0.113374209443474
1369,1369,235,435,interaction,12.437030703919,0.113405087627305
918,918,79,629,interaction,64.0980960923341,0.113651702104206
426,426,462,NA,main,10.4437663642277,0.11376787753248
1041,1041,118,549,interaction,117.139195012141,0.113773949947093
916,916,79,454,interaction,46.8405283826291,0.113863345055588
1122,1122,138,601,interaction,-420.956963283793,0.113942924310295
1497,1497,299,491,interaction,-61.4674353923362,0.113969307676181
395,395,427,NA,main,-12.8774720282948,0.113971375279489
734,734,33,238,interaction,-196.404264562354,0.114039379021893
927,927,84,629,interaction,36.1731563654417,0.114068746671525
141,141,150,NA,main,-24.5169893401503,0.114310416634494
307,307,332,NA,main,14.6465737500298,0.114433289834984
865,865,66,84,interaction,-33.0050020111988,0.114519336926819
668,668,13,659,interaction,-6.14707589797688,0.114597677187605
359,359,387,NA,main,26.3658887708046,0.114667943573643
724,724,30,251,interaction,6.25410343890911,0.114732597888234
294,294,319,NA,main,-24.1098950449769,0.114920703196336
1329,1329,212,563,interaction,-47.5038782010355,0.115016340058206
228,228,244,NA,main,-20.3661327718696,0.115109086541242
817,817,49,352,interaction,39.3503494517172,0.115153549215431
1422,1422,255,326,interaction,23.9182734994416,0.115186775666053
206,206,219,NA,main,4.14907620106963,0.115189055788826
829,829,53,59,interaction,297.306779720146,0.115364615125433
919,919,81,577,interaction,130.878064490128,0.115376872333513
1650,1650,389,418,interaction,357.034541554455,0.115428997214942
452,452,488,NA,main,-14.9141845890273,0.115436227704222
558,558,602,NA,main,9.05502299971007,0.115483259798398
1098,1098,135,249,interaction,11.276145250307,0.115536407762186
461,461,498,NA,main,-5.64133790258303,0.115594801297825
1444,1444,267,302,interaction,56.9316691497577,0.116097172746655
1109,1109,136,157,interaction,9.38665344469954,0.116220086877209
600,600,645,NA,main,-19.205233056857,0.116230012483562
1426,1426,256,423,interaction,-33.4523195649009,0.116253743246972
1531,1531,319,642,interaction,-4.52473936072056,0.116277424549441
196,196,207,NA,main,-52.73368014998,0.1163474324131
1275,1275,194,554,interaction,28.2446967725527,0.116483639613456
412,412,445,NA,main,48.1755748663936,0.116541032475797
436,436,472,NA,main,-20.3962125724304,0.116552409656817
692,692,19,607,interaction,14.4895553763349,0.116634805611691
752,752,36,363,interaction,-160.952079508271,0.117343806277788
1435,1435,262,297,interaction,-100.908673427306,0.117416301637509
524,524,565,NA,main,-12.4120170892867,0.117496863758568
855,855,59,620,interaction,-29.1406748323504,0.11752370990904
742,742,34,405,interaction,82.633893652258,0.117692658284499
1027,1027,117,654,interaction,38.2061982639711,0.117787398514256
1336,1336,214,657,interaction,-23.8079601875733,0.117798219251795
3,3,3,NA,main,52.426537836897,0.117820668204457
1633,1633,378,536,interaction,22.0970442344908,0.118038599954759
169,169,178,NA,main,-5.04793388215652,0.118157248819825
833,833,54,301,interaction,-110.486653833838,0.118165976467061
562,562,606,NA,main,12.5586609939299,0.118199992288576
1335,1335,214,383,interaction,-62.3110629534931,0.118257124341439
375,375,405,NA,main,11.5178073842719,0.11837640389032
5,5,5,NA,main,-7.84457783448988,0.118411581134761
781,781,45,349,interaction,19.0834246186145,0.118452092167318
836,836,54,428,interaction,-55.9149626043071,0.118455397846333
249,249,267,NA,main,-31.6592269222615,0.118478229493495
479,479,517,NA,main,-2.80024989906326,0.118482599061478
363,363,392,NA,main,-24.7575221801872,0.118513186317758
1180,1180,157,566,interaction,3.5789584347495,0.118596594701829
392,392,424,NA,main,18.771822828004,0.118647864565693
1057,1057,126,296,interaction,69.4703912766644,0.118757971423228
446,446,482,NA,main,8.69262615607645,0.11876497288168
628,628,3,32,interaction,-27.3306090876913,0.118815736548852
733,733,33,121,interaction,-391.400923382135,0.118934763738776
246,246,264,NA,main,-28.4722755721633,0.119057511140545
1259,1259,186,577,interaction,-31.1985787675825,0.119273049016979
1294,1294,201,342,interaction,-30.7592774809936,0.119477754433922
597,597,642,NA,main,-11.5979524994432,0.119601004930842
651,651,9,561,interaction,-25.578438207492,0.119638901884484
808,808,48,564,interaction,-15.3416804827124,0.119647216032745
14,14,14,NA,main,15.1215203829598,0.119653376068326
1538,1538,322,607,interaction,32.8832118221308,0.119715023588987
766,766,40,497,interaction,125.867329050593,0.119755863509035
925,925,84,341,interaction,135.689689955866,0.119805295824273
1434,1434,261,342,interaction,-75.1386754582417,0.119855024662238
703,703,25,476,interaction,-45.8117069430733,0.12002358614537
1107,1107,135,576,interaction,-27.2400749018247,0.120179211415972
1308,1308,208,500,interaction,-17.3145433213712,0.120682639680552
599,599,644,NA,main,3.15124491120798,0.120729071506145
1048,1048,120,483,interaction,-45.857283741084,0.120864638254445
527,527,568,NA,main,-10.014270997042,0.120939437984925
1181,1181,157,582,interaction,-15.1240891359811,0.12096816546931
1024,1024,117,522,interaction,91.5637610477997,0.121234722718995
476,476,514,NA,main,26.5465076086161,0.12129634541905
620,620,1,383,interaction,26.2822349416678,0.121352887692267
424,424,459,NA,main,-16.5646991906052,0.121386492097828
649,649,9,128,interaction,-19.277696142389,0.121434193088516
549,549,592,NA,main,14.4552994352418,0.121444773859274
563,563,607,NA,main,-7.52062881952851,0.121487160910746
396,396,428,NA,main,9.73069336896817,0.121533948248345
878,878,70,196,interaction,-10.6333889327603,0.121565386228136
949,949,91,372,interaction,8.13883373343585,0.121700803797817
769,769,42,213,interaction,18.09790987648,0.121712599343045
1188,1188,160,652,interaction,-82.7671907034252,0.121857256897532
362,362,390,NA,main,-142.665497499219,0.12200292200537
680,680,15,418,interaction,-172.482045057988,0.122027893803441
1457,1457,278,459,interaction,-71.2703433116337,0.122106596067451
779,779,44,517,interaction,-81.6607833660288,0.122198170431952
25,25,25,NA,main,55.9134332517508,0.122285407732156
1105,1105,135,535,interaction,-33.9498717699443,0.122300686862573
575,575,619,NA,main,11.8170313728097,0.122471984347503
1355,1355,223,412,interaction,12.9852402602269,0.122502119454837
411,411,444,NA,main,-24.7740142722797,0.122682578107081
38,38,38,NA,main,20.7000163908208,0.122747138883932
451,451,487,NA,main,63.6217484526305,0.122782962619223
1558,1558,332,586,interaction,-34.3767963599697,0.122914213993295
995,995,105,239,interaction,20.4708510083857,0.123034963716651
1452,1452,271,405,interaction,-25.922720121915,0.123044331383066
787,787,46,308,interaction,-7.34474658571651,0.123168286757767
1367,1367,234,239,interaction,-22.7429875914527,0.123475196064267
957,957,94,477,interaction,-37.9062667976809,0.12349317005811
54,54,56,NA,main,-5.06496013211618,0.123659751041376
1364,1364,226,389,interaction,80.4971470502448,0.123664035931735
1161,1161,149,435,interaction,16.6219872446271,0.123732949342837
1541,1541,324,354,interaction,-49.2810975265252,0.123875471566558
269,269,291,NA,main,-15.2178667208302,0.123881598107041
819,819,49,603,interaction,-52.8448280970451,0.124076363998544
474,474,512,NA,main,-7.77459722340852,0.124119891789723
1459,1459,279,423,interaction,42.350564154463,0.124173590806278
1177,1177,154,540,interaction,-14.4970987715068,0.124189075210845
1349,1349,220,433,interaction,60.3156572819679,0.124317793531589
988,988,103,567,interaction,-18.4934651407634,0.124332299977619
1392,1392,240,392,interaction,43.1310143652745,0.124390966535519
1135,1135,144,309,interaction,18.44297784552,0.124730740036845
1407,1407,248,550,interaction,-76.0732579043773,0.124887059591491
1100,1100,135,309,interaction,37.4404364767383,0.124931747304878
17,17,17,NA,main,103.380410073821,0.124987767560645
582,582,626,NA,main,-6.13326166295237,0.125206204281814
1377,1377,236,448,interaction,66.1374066291988,0.125276263335221
1346,1346,219,594,interaction,103.926993473094,0.125336766063166
1219,1219,171,332,interaction,52.8488271933474,0.125395238075823
391,391,423,NA,main,-9.85020358954579,0.12541021390629
827,827,52,235,interaction,67.2719768960101,0.125556171852409
1481,1481,289,489,interaction,-10.3220870762772,0.125713219001072
1092,1092,134,226,interaction,23.3057104242592,0.125856324729027
710,710,26,470,interaction,24.1191906606046,0.125856479775795
58,58,60,NA,main,24.6777456452677,0.125866277558198
328,328,354,NA,main,20.2762702617033,0.125954026775721
1087,1087,132,154,interaction,-25.5824164902643,0.125954840933836
531,531,572,NA,main,-12.7859198580837,0.126235705100058
1148,1148,147,222,interaction,-21.5003916850784,0.126262009987395
1222,1222,172,529,interaction,-28.9862634439333,0.126398769592736
1370,1370,235,517,interaction,25.657127680989,0.126474049203542
286,286,309,NA,main,-22.5716134434134,0.126567316161402
601,601,646,NA,main,-32.6415300816097,0.126829383135721
1490,1490,293,505,interaction,-27.670702434539,0.126847400695916
321,321,347,NA,main,-14.0311641003516,0.127194791763492
946,946,89,532,interaction,19.3857878064504,0.127196169168381
1272,1272,193,247,interaction,-60.0219919834503,0.127296994613717
142,142,151,NA,main,15.351754029243,0.127489311876688
1315,1315,209,494,interaction,-37.0945330860201,0.127637601000913
1211,1211,167,416,interaction,55.7670452587315,0.127890626247466
1322,1322,211,366,interaction,37.4695807095111,0.127900264841083
974,974,100,440,interaction,21.2852143362859,0.128069005108302
183,183,193,NA,main,11.4612688281685,0.128195082195669
674,674,14,336,interaction,-40.8273604293272,0.128391239695241
1661,1661,397,568,interaction,64.0445502674389,0.128775395155732
1113,1113,136,523,interaction,29.9286624333831,0.128825266930055
636,636,5,586,interaction,-9.76791477867512,0.128867763306145
1106,1106,135,561,interaction,-37.0593171718905,0.128962587713073
682,682,16,186,interaction,41.9767828191072,0.12917448627535
760,760,38,620,interaction,-11.4925929554871,0.129347535446383
1013,1013,113,410,interaction,-13.1735729499236,0.129440026839774
673,673,14,304,interaction,-28.0933217396463,0.129498649908509
1534,1534,321,576,interaction,22.1788516385393,0.129619308526932
1273,1273,194,342,interaction,-22.7164275017807,0.129700141219415
740,740,34,188,interaction,-64.8727158203638,0.129729942767315
1078,1078,129,567,interaction,15.087061671775,0.129870327695076
109,109,116,NA,main,-19.500758659321,0.13003607692695
53,53,54,NA,main,14.7529146788686,0.130052268496246
316,316,341,NA,main,-91.1264383061995,0.130109186775373
121,121,130,NA,main,-23.0180501871307,0.130230464879922
475,475,513,NA,main,5.01783261004377,0.130238982020985
30,30,30,NA,main,2.62280424487115,0.130255113052574
590,590,634,NA,main,-3.51431823437327,0.130438085377181
849,849,58,534,interaction,8.61021369695229,0.13044945687543
1478,1478,287,430,interaction,14.954161018407,0.130528854914383
1139,1139,145,445,interaction,-65.5992404432682,0.130721234579851
252,252,270,NA,main,-15.8194110810233,0.131181200474074
532,532,573,NA,main,13.8319591645089,0.13163965360982
709,709,26,457,interaction,-13.5839448480977,0.131723363016745
1443,1443,266,570,interaction,101.104994528559,0.131761869087426
1613,1613,360,641,interaction,-15.2691609660152,0.132076877849224
1374,1374,235,659,interaction,29.6349399318538,0.132264696629905
429,429,465,NA,main,-13.094067615256,0.13234585332683
1605,1605,357,433,interaction,-23.1757484449986,0.132593015515263
788,788,46,393,interaction,-21.3251304941762,0.132678901339786
202,202,213,NA,main,11.3187446886415,0.132769851689711
1172,1172,152,440,interaction,25.1741634629648,0.132778988789196
336,336,362,NA,main,28.4705153893904,0.132794904311061
1611,1611,359,424,interaction,-51.5587304188158,0.132881844675862
1656,1656,394,446,interaction,-80.346773770531,0.133100724362608
1339,1339,218,473,interaction,-534.83477029661,0.133317092804324
685,685,16,446,interaction,274.080282443792,0.133392921160905
1207,1207,166,599,interaction,-13.8226065686107,0.133604213955643
197,197,208,NA,main,6.66792561450061,0.133693211256858
1176,1176,154,492,interaction,26.4209667569856,0.133727930299934
1260,1260,187,208,interaction,41.286395855608,0.133811072715301
449,449,485,NA,main,-3.65807989943147,0.134167443564004
1051,1051,121,220,interaction,31.6165021342221,0.134393852575679
678,678,15,221,interaction,-72.2321390779083,0.134476399418989
1084,1084,130,209,interaction,-27.3584255244171,0.134509406902524
1175,1175,154,401,interaction,28.4122603064125,0.13451377295487
1166,1166,150,540,interaction,11.8325349971605,0.134605761662289
804,804,48,328,interaction,-31.8320738727293,0.134707056047701
624,624,2,180,interaction,64.3312264609177,0.134762875619669
390,390,422,NA,main,13.5652417604982,0.134858093647543
236,236,252,NA,main,10.3111204994432,0.135127346935099
1573,1573,340,640,interaction,-66.9824317100964,0.135330862167027
416,416,449,NA,main,13.4545871661458,0.135340105451258
1577,1577,343,405,interaction,-16.6292947008852,0.135889476520982
123,123,132,NA,main,-12.3066072974724,0.135903627001453
83,83,88,NA,main,22.1147265694905,0.136005248310482
462,462,499,NA,main,-10.6926944265638,0.136031876147849
214,214,228,NA,main,-41.3645081767754,0.136090569492665
1299,1299,203,443,interaction,-19.3854421371168,0.136376772585536
397,397,429,NA,main,-3.34065172703318,0.136681991964198
409,409,442,NA,main,29.8069709442828,0.136770028344836
1167,1167,150,612,interaction,-44.0736259372447,0.136923232789806
1562,1562,334,641,interaction,174.790565613414,0.137234267814749
499,499,538,NA,main,-15.9365102522017,0.137400800116906
924,924,84,333,interaction,-32.7993293150778,0.137671429205666
671,671,14,208,interaction,-8.26438143484768,0.13767264409316
97,97,103,NA,main,4.44015620805515,0.137712618965626
1305,1305,207,261,interaction,-314.687710529313,0.137905775016856
1340,1340,218,594,interaction,39.5723242235195,0.137958830269323
1408,1408,249,443,interaction,-14.4104670642286,0.137986559356282
708,708,26,355,interaction,-10.327325631762,0.138114378204599
1239,1239,176,416,interaction,-52.2341732144348,0.13827719693088
1530,1530,319,583,interaction,36.6240455260105,0.138304823350788
186,186,196,NA,main,-3.24213136692252,0.138305185799874
617,617,1,18,interaction,-61.82798119734,0.139377341694906
1183,1183,158,419,interaction,25.542701019376,0.139549743897078
1236,1236,175,448,interaction,40.4531166966848,0.139637292992398
1544,1544,325,609,interaction,78.5218882819036,0.139845925146695
1319,1319,210,607,interaction,12.8747374789751,0.140007099017483
57,57,59,NA,main,18.6236136526712,0.140293784005026
891,891,72,460,interaction,-28.3816180175007,0.140473225100198
917,917,79,460,interaction,34.8809153980098,0.140487463192423
190,190,201,NA,main,-31.1887055939151,0.140688223749145
1646,1646,387,440,interaction,-9.32863921226122,0.140735419972972
642,642,6,357,interaction,28.9277836529393,0.140789969459016
1586,1586,349,405,interaction,-42.0354575375428,0.140844716623126
407,407,440,NA,main,-7.16790248005981,0.141081825968511
94,94,100,NA,main,-8.70109722778606,0.141275493499144
465,465,502,NA,main,-2.56428440687878,0.14131553913709
1179,1179,156,380,interaction,62.5843304651003,0.141358049905018
259,259,279,NA,main,-42.3109665583119,0.141572911014544
860,860,62,441,interaction,-253.040319011985,0.141732070584785
1433,1433,260,468,interaction,26.8900465268301,0.141805520463808
1008,1008,113,170,interaction,50.1750166594285,0.141876578584095
1323,1323,211,451,interaction,16.2841254307755,0.141948431686539
1156,1156,148,222,interaction,-16.4079808829527,0.142094122886523
853,853,59,487,interaction,-123.131399426753,0.142274387057043
36,36,36,NA,main,24.5592804810922,0.142290332899086
272,272,294,NA,main,6.80585860037279,0.142637908968876
1002,1002,108,257,interaction,12.5947700008405,0.142650629341254
68,68,72,NA,main,-9.38956516592203,0.142719724344396
1141,1141,145,563,interaction,-17.9133490200387,0.142807254350734
1427,1427,257,304,interaction,13.8152115512739,0.142963309239845
107,107,114,NA,main,22.6712097487557,0.143001016451369
1174,1174,153,362,interaction,25.3169364508472,0.143102614951318
646,646,8,100,interaction,56.6955666138185,0.143249014421216
697,697,22,304,interaction,-47.6172865776601,0.143504771550528
245,245,263,NA,main,20.9246230623897,0.143646672965544
598,598,643,NA,main,-7.02245845995979,0.143731833796094
1376,1376,236,441,interaction,161.703405343757,0.144001420061851
1448,1448,268,306,interaction,-55.3659059624708,0.144294799153333
1494,1494,295,615,interaction,32.5213248693759,0.144322789400383
791,791,46,635,interaction,-3.23821254700309,0.144360744150063
727,727,30,609,interaction,61.3939462954012,0.144492299115822
1495,1495,296,517,interaction,-91.5792737992118,0.144527130985827
852,852,59,459,interaction,89.1424316805114,0.144535836845794
1652,1652,390,454,interaction,76.9635665686534,0.144587030114104
308,308,333,NA,main,21.6418626082261,0.145071451887313
16,16,16,NA,main,-17.5550173996188,0.145077836060892
568,568,612,NA,main,-10.6626773605187,0.145150905527587
306,306,331,NA,main,-10.357280405464,0.145195994371765
1572,1572,340,430,interaction,29.0140707530974,0.145223495037906
772,772,42,489,interaction,10.5612754780251,0.145988433849332
1128,1128,141,357,interaction,224.71517129311,0.146015720337356
895,895,72,575,interaction,-13.5806482533213,0.146070862215015
1121,1121,138,252,interaction,-63.4756795797456,0.146152582819988
1485,1485,290,346,interaction,-48.6401960971881,0.146879325149061
381,381,412,NA,main,-9.19876172991093,0.147520026368437
1659,1659,397,441,interaction,-112.509216276686,0.147620382483234
718,718,27,655,interaction,25.357962297761,0.147723379419119
580,580,624,NA,main,11.6552277978511,0.147752903633218
1344,1344,219,534,interaction,-50.8336823084302,0.147837015108681
602,602,647,NA,main,-12.4771554151713,0.147919635739519
226,226,242,NA,main,10.626679984776,0.148117965064179
160,160,169,NA,main,-28.27296198635,0.148128658362954
492,492,531,NA,main,-9.75336635891923,0.148368036002663
317,317,342,NA,main,12.225950323949,0.14860084977282
1583,1583,347,572,interaction,10.5215614125221,0.148638968280502
113,113,120,NA,main,2.81708459785178,0.148894002127373
1436,1436,264,274,interaction,-7.22946572388301,0.14923297971584
10,10,10,NA,main,-11.1114172335293,0.149254838372478
790,790,46,424,interaction,-16.3927056803286,0.149414258876948
182,182,192,NA,main,-10.4905216447575,0.149712796545089
866,866,66,117,interaction,-31.3752153016561,0.149777397714255
669,669,14,132,interaction,13.2285324620868,0.149999912892568
7,7,7,NA,main,-4.04795082417424,0.150044647627729
802,802,48,259,interaction,-18.1377961646944,0.150306571727483
1510,1510,303,498,interaction,21.6234821866164,0.150323542473037
1575,1575,342,515,interaction,77.0693460564921,0.150356046518215
175,175,185,NA,main,-14.4537021765531,0.150539671234822
440,440,476,NA,main,-26.393386755901,0.150716663738601
1280,1280,195,609,interaction,108.897534000103,0.150790830997864
1101,1101,135,458,interaction,58.6500999214751,0.150868395603522
1337,1337,218,296,interaction,-262.245410821581,0.150966439124642
1576,1576,342,517,interaction,-22.6620465595738,0.15105808231901
850,850,59,330,interaction,75.1177726864997,0.151467087293542
862,862,65,180,interaction,-73.5798652169301,0.151615259707993
425,425,460,NA,main,-12.2885282088924,0.151795616681448
713,713,27,86,interaction,-23.4843615665791,0.15252680642464
260,260,280,NA,main,-54.1146277930361,0.153520729081459
1626,1626,367,474,interaction,-10.5847464775493,0.153724685940741
741,741,34,401,interaction,11.4772822708797,0.15377668917105
513,513,553,NA,main,-9.03095354416622,0.153895876973742
789,789,46,414,interaction,-10.7276219783777,0.154042709080985
751,751,36,279,interaction,60.5506632208144,0.154182087478974
1034,1034,118,347,interaction,-32.1354656997744,0.154189102917501
1066,1066,128,463,interaction,-8.86335346360517,0.154297147950722
861,861,64,413,interaction,73.7053459023704,0.154924690600288
767,767,40,629,interaction,-24.3713305169105,0.155407540017061
59,59,61,NA,main,-1.93913154657313,0.155795478649055
198,198,209,NA,main,3.50849713228233,0.156413005609327
951,951,92,467,interaction,-41.3561618190886,0.156464951372523
654,654,9,644,interaction,22.3320147426146,0.156794204939521
937,937,86,513,interaction,-19.0131960112392,0.157080783806574
32,32,32,NA,main,0.461126356077496,0.157271435114612
1506,1506,302,564,interaction,58.0366505387101,0.157271770625084
1061,1061,127,404,interaction,94.5172970083947,0.157504271699448
1368,1368,234,649,interaction,4.1503472153389,0.15787554541676
119,119,128,NA,main,16.7115495932249,0.158415302541757
158,158,167,NA,main,-7.85126786858158,0.158968333695
145,145,154,NA,main,-6.32391058325477,0.159112847695904
251,251,269,NA,main,-2.82503755387411,0.159198665423023
20,20,20,NA,main,-22.1041800027591,0.159316992012651
857,857,60,540,interaction,-14.9112885383802,0.159417960290545
212,212,225,NA,main,-6.88851651829088,0.159464171634746
41,41,42,NA,main,-8.05396456822864,0.159605973936208
1171,1171,152,432,interaction,-54.7169894159306,0.159841541641554
1173,1173,152,456,interaction,-18.7430043048093,0.159996957368427
547,547,590,NA,main,-43.4509761065201,0.160004909005629
37,37,37,NA,main,-42.6010474843575,0.160072739028238
1350,1350,220,480,interaction,88.0780598455921,0.160475113695127
795,795,47,519,interaction,21.2704257654087,0.160711292277959
370,370,400,NA,main,-3.7770238395778,0.161502853702184
698,698,22,329,interaction,-281.517227212122,0.161688360026674
483,483,521,NA,main,8.07253532260344,0.161695957500431
1274,1274,194,470,interaction,-26.8310277387318,0.161879680084002
1579,1579,345,350,interaction,54.6800855230805,0.162053146974546
159,159,168,NA,main,-15.9050532084258,0.162361433672234
1303,1303,206,289,interaction,-41.1487925047454,0.162635780797422
61,61,64,NA,main,17.4838028515473,0.163176408262877
550,550,593,NA,main,5.45658852179921,0.163194738276059
118,118,127,NA,main,-19.2239928818905,0.163269186270851
1469,1469,282,290,interaction,-9.51251528311291,0.163288177812537
115,115,123,NA,main,-4.65771940609783,0.163410849758005
1142,1142,145,656,interaction,19.2451375404969,0.163669774098284
1338,1338,218,437,interaction,15.2635587879939,0.163751347639316
1108,1108,135,620,interaction,7.61194658575297,0.164443539057434
1310,1310,208,598,interaction,5.38611398513332,0.164595122719017
342,342,368,NA,main,6.93830969467331,0.164816575478979
1395,1395,242,567,interaction,-2.6016975044273,0.166374834307669
1140,1140,145,513,interaction,25.3506827691472,0.166751721739272
881,881,70,454,interaction,-31.1865671957805,0.166917648616366
373,373,403,NA,main,-6.18974512266868,0.167103765166326
24,24,24,NA,main,-13.9762377891903,0.167130773268336
1162,1162,149,502,interaction,-7.79691407181594,0.167363305334309
755,755,37,534,interaction,33.6052416350606,0.167568043673864
1028,1028,118,129,interaction,36.8180856562636,0.167685895370464
1438,1438,265,293,interaction,9.01702126648206,0.16768826426035
1654,1654,392,622,interaction,18.3829121206423,0.167761090735518
593,593,638,NA,main,13.5579649949452,0.16790413596899
78,78,83,NA,main,-24.6352737877339,0.167992180855731
1580,1580,346,401,interaction,20.9492588973886,0.168058599889222
187,187,198,NA,main,13.8320166206263,0.168166543268994
204,204,215,NA,main,-8.24992752643614,0.168248192768088
958,958,95,609,interaction,-48.970145526945,0.168291551642975
818,818,49,415,interaction,15.2898328076772,0.168517575825648
291,291,315,NA,main,-30.6206055074121,0.168709035109913
227,227,243,NA,main,-6.93232377098113,0.168963005955044
1463,1463,280,618,interaction,72.9647497952282,0.169140003484846
502,502,541,NA,main,10.5792881007688,0.169271055516877
1198,1198,164,623,interaction,5.95877277886926,0.16956198882286
1389,1389,239,454,interaction,9.00117033242076,0.169608212353286
1229,1229,173,466,interaction,28.3405163712161,0.169642809841577
382,382,413,NA,main,-5.26414314941307,0.169841950845002
1504,1504,302,471,interaction,-75.2979844774588,0.170168458095793
1238,1238,176,265,interaction,16.4732729556515,0.170330363557683
1567,1567,337,431,interaction,-29.4504351454057,0.17049616506229
133,133,142,NA,main,2.54231392952745,0.17052420289828
975,975,100,468,interaction,-3.84663465512153,0.171037560962529
6,6,6,NA,main,-15.9864669096146,0.171135675701919
237,237,253,NA,main,4.77192419934281,0.17166845431037
1466,1466,281,416,interaction,-17.7620129585742,0.172223297560926
348,348,374,NA,main,5.17391101585617,0.172470838460788
1461,1461,280,334,interaction,147.098928700902,0.172539302118806
900,900,74,523,interaction,-62.1631825196645,0.172726568188011
1318,1318,210,469,interaction,-76.950226499588,0.172849577726259
716,716,27,574,interaction,5.57630238256313,0.173310385597842
534,534,575,NA,main,9.77942632426318,0.174261917115242
1114,1114,136,538,interaction,-6.62394004695424,0.17458559587678
894,894,72,537,interaction,22.9320620140457,0.174895078981159
1240,1240,177,264,interaction,100.121168571142,0.175310450017989
1366,1366,232,276,interaction,46.6581750239335,0.175704111003605
242,242,260,NA,main,-7.27368609377533,0.176287693217882
720,720,28,369,interaction,47.0857762021484,0.176881716275789
1115,1115,137,176,interaction,-54.6132415658096,0.176952319101704
1270,1270,192,447,interaction,63.5348583109085,0.177199300865849
1291,1291,200,480,interaction,19.7157346162534,0.177612782307787
1623,1623,365,517,interaction,21.0327410618298,0.177626193874472
344,344,370,NA,main,-1.10513622357037,0.178204588993032
1648,1648,387,537,interaction,-10.5235368592247,0.178402345327608
442,442,478,NA,main,-2.9270835194617,0.178648544008733
540,540,582,NA,main,3.87524535591865,0.178692732685635
297,297,322,NA,main,-16.6661890998962,0.178928153513844
645,645,7,572,interaction,10.7993179437974,0.179003446556307
501,501,540,NA,main,6.58675500814818,0.179792093991893
1253,1253,182,441,interaction,64.0654897142915,0.180003832195555
130,130,139,NA,main,-15.1131129975244,0.18061464380131
952,952,92,572,interaction,-6.60731829935563,0.180909351011002
1628,1628,370,538,interaction,11.4333730422481,0.181567777920902
905,905,75,637,interaction,20.9845460070485,0.182373846421989
684,684,16,308,interaction,2.79048390151459,0.182393581956119
1383,1383,238,388,interaction,-21.2799809813009,0.18245835731216
1216,1216,169,631,interaction,-10.9959353941521,0.182578554855585
1025,1025,117,587,interaction,8.74918509982735,0.182704142698893
295,295,320,NA,main,-4.46772880142699,0.182706074347712
241,241,259,NA,main,-7.43121691299203,0.182754129083262
981,981,101,296,interaction,-76.064857156037,0.183195151470961
1031,1031,118,168,interaction,-13.3430930073113,0.18417423726772
1516,1516,306,434,interaction,-44.2426777545964,0.18458336454673
1103,1103,135,522,interaction,-14.0048258732767,0.184645630264558
667,667,13,657,interaction,3.74348668379669,0.184963451076341
964,964,98,239,interaction,6.08328366777845,0.185495773743745
1462,1462,280,569,interaction,-28.1011902390737,0.187009170862719
985,985,102,630,interaction,20.0833920865138,0.18711171538636
764,764,40,146,interaction,44.2619305044229,0.187161880460133
314,314,339,NA,main,16.5657646657074,0.187191537693136
725,725,30,456,interaction,-16.1906663483465,0.187470983489708
1635,1635,379,611,interaction,-14.8515322850224,0.187608254125477
856,856,60,149,interaction,2.71950373026024,0.187619804237901
832,832,54,185,interaction,93.8791301937605,0.188413937671683
1412,1412,251,331,interaction,18.541303368722,0.188439870085553
1192,1192,161,525,interaction,-21.7249100165688,0.188668099461992
